view_count,wishlist_add_count,cart_add_count,buy_count,price_change_pct
21,2,0,0,3.91
14,1,0,1,3.1
39,8,4,2,5.0
5,0,0,0,-1.62
21,4,2,0,4.34
7,2,1,1,2.67
2,0,0,0,-2.43
18,3,3,0,4.5
13,4,2,0,4.1
46,5,6,2,4.74
4,0,0,0,-2.1
19,1,1,1,4.33
46,3,5,0,4.99
9,2,0,0,1.19
4,1,0,0,-1.21
10,2,2,0,3.15
4,0,0,0,-1.7
17,1,0,0,2.72
21,1,1,1,4.61
1,0,0,0,-2.85
2,1,0,0,-1.81
2,0,0,0,-2.6
40,2,6,1,5.0
6,0,0,0,-1.31
37,6,6,1,4.99
12,2,0,0,1.77
1,0,0,1,-1.79
1,1,2,0,-0.34
14,0,0,0,1.12
21,2,1,0,4.49
19,4,2,0,4.55
10,3,1,0,2.84
2,0,0,0,-2.25
2,1,0,0,-1.67
18,1,0,0,3.13
13,3,1,0,3.47
22,1,1,1,4.51
19,0,2,0,3.59
17,2,4,0,4.5
11,5,1,0,3.62
2,1,0,0,-1.86
4,0,0,0,-1.62
4,0,0,0,-1.88
4,1,0,0,-1.34
2,1,0,0,-1.88
3,0,0,0,-2.4
10,2,2,0,3.0
4,1,0,0,-1.45
5,0,0,0,-1.58
2,0,0,0,-2.57
20,4,0,0,4.19
14,2,3,0,4.1
48,5,4,0,5.0
54,8,4,1,5.0
3,1,1,0,-0.53
14,2,1,0,3.14
1,0,0,0,-2.81
15,2,1,0,3.25
1,1,0,0,-2.14
45,6,3,2,5.0
12,0,1,0,1.69
14,2,2,0,3.81
42,5,7,2,5.0
2,0,1,0,-1.61
43,5,3,2,5.0
13,0,3,0,3.36
0,0,2,0,-1.24
14,0,3,0,3.59
19,1,2,1,4.47
1,0,0,0,-2.63
1,0,0,0,-2.68
45,5,11,3,5.0
3,0,0,0,-2.29
3,0,0,0,-2.32
2,0,0,0,-2.53
3,0,0,0,-2.3
14,1,1,0,2.63
20,3,0,0,3.78
8,1,0,0,0.16
0,0,0,0,-2.88
3,0,0,0,-2.13
10,1,0,0,0.53
2,0,0,0,-2.41
4,0,0,0,-1.88
2,0,0,0,-2.81
3,0,1,0,-1.5
7,0,0,0,-1.1
2,0,1,0,-1.5
9,1,1,0,1.24
38,6,7,2,5.0
3,0,0,0,-2.09
4,0,0,0,-2.18
4,0,0,0,-1.79
4,1,0,0,-1.42
1,0,0,0,-2.61
8,0,0,0,-0.9
2,0,0,0,-2.55
4,1,0,0,-1.49
21,2,2,1,4.69
3,0,1,0,-1.19
35,3,5,1,4.83
40,3,8,1,5.0
1,0,0,0,-2.7
2,0,0,0,-2.16
3,0,0,0,-2.16
11,2,1,0,2.29
3,0,0,0,-2.06
13,1,0,0,1.48
2,0,0,1,-1.12
4,0,0,0,-1.97
8,3,5,0,4.23
11,3,1,0,2.93
12,3,0,0,2.29
14,0,2,0,2.84
2,0,0,1,-1.08
2,0,0,0,-2.39
37,4,6,2,4.85
41,7,4,1,4.76
6,1,0,0,-0.83
5,0,0,0,-1.68
36,6,4,3,5.0
20,1,3,0,4.56
44,4,6,2,4.81
13,0,1,1,2.9
2,0,0,0,-2.47
5,0,1,0,-0.77
1,0,0,0,-2.76
7,1,0,0,-0.12
1,0,1,0,-2.1
19,2,0,1,4.14
3,0,1,0,-1.23
7,0,0,0,-1.11
3,1,1,0,-0.51
0,0,0,0,-2.69
16,0,1,0,2.66
4,1,0,0,-1.07
5,0,0,0,-1.59
3,2,0,0,-1.14
13,3,1,0,3.45
1,1,0,0,-2.33
45,6,6,1,4.81
3,0,0,0,-2.06
45,6,6,1,4.89
20,2,4,0,4.96
3,0,1,0,-1.55
1,0,0,0,-2.54
2,0,0,0,-2.46
10,1,0,2,3.0
14,6,3,0,4.82
12,2,2,0,3.18
14,4,1,0,3.44
15,1,0,1,3.59
14,5,0,0,3.78
2,0,0,0,-2.49
2,0,0,0,-2.25
17,1,3,2,4.78
7,1,0,0,-0.31
23,1,1,2,5.0
5,1,0,0,-0.94
4,0,0,0,-1.73
6,0,0,0,-1.38
12,2,0,1,2.93
4,0,0,0,-1.95
3,0,0,0,-2.07
14,1,4,0,4.4
15,6,1,1,4.67
10,1,1,0,1.93
13,0,2,1,3.56
47,8,6,4,4.87
50,6,8,1,5.0
16,1,1,0,3.17
14,1,1,0,2.64
12,3,2,0,3.6
1,0,0,0,-2.79
2,0,0,0,-2.33
3,0,0,0,-2.15
15,2,2,1,4.41
19,2,1,0,3.58
2,0,0,0,-2.27
4,0,0,0,-2.02
40,5,10,4,5.0
1,0,0,0,-2.87
9,1,1,0,1.11
3,0,0,0,-2.24
42,4,4,2,5.0
4,0,1,1,0.84
5,1,0,0,-1.01
3,0,0,0,-2.27
50,7,8,0,5.0
1,0,0,0,-2.72
2,0,0,0,-2.47
11,3,2,0,3.64
2,0,0,0,-2.35
4,0,0,0,-1.79
53,5,5,1,5.0
9,1,1,0,1.14
3,0,0,0,-2.14
16,1,1,0,3.01
23,3,1,0,4.38
6,4,0,0,1.44
23,2,0,0,4.23
16,1,3,0,4.43
14,2,2,1,4.28
1,0,0,0,-2.89
3,0,0,0,-2.05
5,2,0,0,-0.45
6,0,0,0,-1.38
5,0,1,0,-0.52
2,0,1,0,-1.63
39,7,7,3,5.0
1,0,0,0,-2.67
7,0,0,0,-0.88
18,2,1,2,4.62
14,3,0,0,2.74
15,4,1,0,4.11
40,8,5,2,4.91
13,5,1,1,4.5
2,0,0,0,-2.38
4,1,0,0,-1.31
11,1,3,1,4.08
5,1,2,1,2.45
0,0,1,0,-2.53
2,0,0,0,-2.42
47,7,1,1,5.0
4,0,0,0,-1.74
2,0,0,0,-2.65
1,0,0,0,-2.61
12,3,2,1,4.08
3,0,0,0,-1.98
48,7,5,4,4.93
2,0,1,0,-1.5
13,0,0,0,1.2
1,0,1,0,-1.92
4,3,0,0,-0.1
3,0,0,0,-2.21
12,5,2,1,4.74
1,0,0,0,-2.56
17,5,2,0,4.67
5,0,0,0,-1.36
12,1,3,1,4.16
5,0,0,0,-1.59
1,0,0,0,-2.6
2,1,0,0,-2.11
15,3,2,0,4.23
3,0,1,0,-1.41
19,3,1,1,4.6
5,0,1,0,-0.55
3,0,0,0,-2.26
5,0,0,0,-1.74
3,0,0,0,-2.18
49,4,4,0,5.0
10,4,0,1,3.6
40,7,8,1,5.0
4,0,0,0,-2.06
1,0,0,0,-2.85
5,0,0,0,-1.49
3,1,0,0,-1.59
5,0,0,0,-1.47
10,0,1,0,0.95
54,6,8,2,4.99
3,1,0,0,-1.57
4,0,0,0,-1.71
12,2,1,1,3.78
5,0,1,0,-0.78
13,5,2,0,4.28
13,3,0,0,2.8
18,4,0,4,5.0
15,3,1,0,4.07
2,0,0,0,-2.57
3,2,0,0,-0.88
11,3,2,1,4.31
4,0,0,0,-1.81
27,3,6,0,4.98
0,0,0,0,-2.95
56,8,3,1,5.0
3,1,1,0,-0.61
0,0,0,0,-2.86
3,0,0,0,-2.01
5,0,0,0,-1.59
6,0,1,0,-0.26
16,1,3,0,4.25
1,0,0,0,-2.6
21,3,1,0,4.52
18,0,3,1,4.49
0,0,1,0,-2.18
16,1,4,1,4.32
44,5,8,1,5.0
4,1,1,0,-0.49
5,0,0,0,-1.7
15,3,1,1,4.47
18,4,0,3,5.0
46,6,4,1,5.0
2,0,0,0,-2.37
47,7,4,1,5.0
44,5,6,3,5.0
1,0,0,0,-2.76
14,1,2,1,4.14
3,0,0,0,-2.29
5,0,0,0,-1.52
17,1,2,0,3.75
4,0,0,0,-1.89
3,0,0,0,-2.28
15,2,0,0,2.74
13,2,0,0,2.1
2,0,1,0,-1.21
34,10,3,1,4.87
15,3,0,0,3.36
7,1,0,0,-0.32
7,3,2,1,3.69
42,3,4,1,5.0
41,4,4,2,4.87
42,2,5,2,5.0
2,0,0,0,-2.41
33,6,8,2,4.69
38,4,4,1,5.0
11,4,2,0,3.82
2,0,0,0,-2.48
5,0,0,0,-1.61
16,1,0,0,2.7
7,1,0,0,-0.2
10,1,4,0,3.48
25,6,0,1,4.64
2,1,0,0,-1.95
7,0,1,0,0.23
14,0,0,0,1.48
11,1,2,0,2.57
3,1,0,0,-1.72
14,0,3,0,3.53
14,4,0,0,3.31
5,1,0,0,-1.22
5,0,0,0,-1.63
57,6,7,2,4.86
7,0,0,0,-1.17
53,8,6,0,4.89
3,0,1,0,-1.49
48,9,4,1,4.99
3,0,0,0,-2.34
51,2,4,2,4.96
1,1,0,0,-2.14
23,3,1,0,4.6
20,1,1,0,3.77
3,1,0,0,-1.37
55,7,3,1,5.0
3,1,0,1,0.18
42,5,1,0,5.0
11,1,0,0,0.96
3,0,0,0,-2.22
59,7,5,1,5.0
50,6,6,2,5.0
3,1,0,0,-1.62
4,1,2,0,0.42
4,0,0,0,-1.99
17,1,3,0,3.73
16,2,1,0,3.43
4,0,0,0,-1.97
1,0,0,0,-2.73
42,7,1,1,5.0
19,4,1,0,4.61
3,1,0,0,-1.73
2,0,1,0,-1.55
3,0,0,0,-2.42
31,9,5,3,5.0
3,0,0,1,-0.64
49,6,6,3,5.0
1,1,1,0,-1.36
34,8,8,4,4.99
52,7,4,0,4.81
4,1,0,0,-1.09
17,1,4,0,4.29
51,7,3,2,5.0
1,1,0,0,-1.95
2,0,0,0,-2.67
15,5,2,0,4.44
5,0,0,0,-1.58
13,0,0,1,2.22
41,8,4,0,4.76
3,0,0,0,-2.45
44,8,4,1,4.75
4,0,1,0,-0.86
2,0,0,0,-2.73
5,1,0,0,-0.93
3,0,0,0,-1.98
2,2,0,0,-1.18
3,0,0,0,-2.33
15,0,1,0,2.79
12,0,0,0,0.71
3,0,0,0,-2.23
12,6,2,1,4.93
3,0,0,0,-2.03
4,0,0,1,-0.37
1,0,0,0,-2.62
13,4,2,0,4.17
4,0,0,0,-1.72
0,0,1,1,-0.8
52,8,4,2,5.0
0,0,0,1,-1.7
7,0,0,0,-0.95
9,2,1,0,1.75
2,1,0,0,-2.18
49,5,11,0,4.86
41,1,4,0,4.97
3,0,0,0,-2.01
5,0,1,0,-0.65
15,3,2,0,4.26
2,0,0,0,-2.35
44,3,4,0,4.93
23,2,1,1,4.86
41,7,7,1,5.0
5,1,0,0,-1.08
13,3,2,0,3.84
3,0,1,0,-1.33
6,0,0,1,0.34
